JourName;TransactionDay;CountTransaction;ConsommationHier;MSemaineDernier;MSemaine7;ConsoMmJrAnP;ConsoMmJrMP;ConsoMmJrSmDer;MoyenneMoisPrec;MoyenneMMSAnPrec;MoyenneMMmAnPrec;ConsommationMaxMDer;IdGab;PoidJr;PoidName;PoidTot;SumRetrait;Id;weekDay;year;weekMonth
dimanche;2014-07-06;127;97900;122389;127131;NULL;124427;128700;116412;NULL;NULL;160700;GAB-WN-01;3;1;3;101800;187;27;2014;1
lundi;2014-07-07;123;101800;126907;123881;NULL;154600;124427;116412;NULL;NULL;160700;GAB-WN-01;3;3;9;102700;188;28;2014;1
mardi;2014-07-08;144;102700;126907;122928;NULL;91800;169700;116412;NULL;NULL;160700;GAB-WN-01;3;2;6;116800;189;28;2014;2
mercredi;2014-07-09;161;116800;126907;118728;NULL;120500;124427;116412;NULL;NULL;160700;GAB-WN-01;3;2;6;136100;190;28;2014;2
jeudi;2014-07-10;159;136100;126907;118712;NULL;105400;149800;116412;NULL;NULL;160700;GAB-WN-01;3;2;6;124300;191;28;2014;2
vendredi;2014-07-11;153;124300;126907;115787;NULL;119100;120300;116412;NULL;NULL;160700;GAB-WN-01;3;6;18;126400;192;28;2014;2
samedi;2014-07-12;131;126400;126907;115487;NULL;112800;97900;116412;NULL;NULL;160700;GAB-WN-01;3;7;21;117900;193;28;2014;2
dimanche;2014-07-13;114;117900;126907;113662;NULL;80600;101800;116412;NULL;NULL;160700;GAB-WN-01;3;1;3;83300;194;28;2014;2
lundi;2014-07-14;118;83300;115357;113500;NULL;84800;102700;116412;NULL;NULL;160700;GAB-WN-01;3;3;9;100500;195;29;2014;2
mardi;2014-07-15;174;100500;115357;116215;NULL;107700;116800;116412;NULL;NULL;160700;GAB-WN-01;3;2;6;124427;196;29;2014;3
mercredi;2014-07-16;108;124427;115357;113928;NULL;104700;136100;116412;NULL;NULL;160700;GAB-WN-01;3;2;6;98500;197;29;2014;3
jeudi;2014-07-17;100;98500;115357;108615;NULL;124427;124300;116412;NULL;NULL;160700;GAB-WN-01;3;2;6;93600;198;29;2014;3
vendredi;2014-07-18;126;93600;115357;107365;NULL;97600;126400;116412;NULL;NULL;160700;GAB-WN-01;3;6;18;114300;199;29;2014;3
samedi;2014-07-19;137;114300;115357;109315;NULL;124427;117900;116412;NULL;NULL;160700;GAB-WN-01;2;7;14;142000;200;29;2014;3
dimanche;2014-07-20;108;142000;115357;105440;NULL;74400;83300;116412;NULL;NULL;160700;GAB-WN-01;2;1;2;86900;201;29;2014;3
lundi;2014-07-21;149;86900;108603;114465;NULL;116500;100500;116412;NULL;NULL;160700;GAB-WN-01;2;3;6;155500;202;30;2014;3
mardi;2014-07-22;158;155500;108603;123315;NULL;100400;124427;116412;NULL;NULL;160700;GAB-WN-01;2;2;4;171300;203;30;2014;4
mercredi;2014-07-23;118;171300;108603;122462;NULL;115100;98500;116412;NULL;NULL;160700;GAB-WN-01;2;2;4;117600;204;30;2014;4
jeudi;2014-07-24;163;117600;108603;129250;NULL;101500;93600;116412;NULL;NULL;160700;GAB-WN-01;2;2;4;152800;205;30;2014;4
vendredi;2014-07-25;174;152800;108603;133103;NULL;159600;114300;116412;NULL;NULL;160700;GAB-WN-01;2;6;12;124427;206;30;2014;4
samedi;2014-07-26;174;124427;108603;134369;NULL;124427;142000;116412;NULL;NULL;160700;GAB-WN-01;4;7;28;124427;207;30;2014;4
dimanche;2014-07-27;162;124427;108603;138456;NULL;90000;86900;116412;NULL;NULL;160700;GAB-WN-01;4;1;4;174700;208;30;2014;4
lundi;2014-07-28;123;174700;145822;141206;NULL;127000;155500;116412;NULL;NULL;160700;GAB-WN-01;4;3;12;108900;209;31;2014;4
mardi;2014-07-29;174;108900;145822;137322;NULL;NULL;171300;116412;NULL;NULL;160700;GAB-WN-01;4;2;8;124427;210;31;2014;5
mercredi;2014-07-30;143;124427;145822;129085;NULL;NULL;117600;116412;NULL;NULL;160700;GAB-WN-01;4;2;8;105400;211;31;2014;5
jeudi;2014-07-31;153;105400;145822;133847;NULL;NULL;152800;116412;NULL;NULL;160700;GAB-WN-01;4;2;8;155700;212;31;2014;5
vendredi;2014-08-01;174;155700;145822;130301;NULL;120300;124427;124091;NULL;NULL;174700;GAB-WN-01;4;6;24;124427;213;31;2014;1
lundi;2014-08-04;174;NULL;123770;92910;NULL;102700;108900;124091;NULL;NULL;174700;GAB-WN-01;4;3;12;124427;214;32;2014;1
mardi;2014-08-05;174;124427;123770;94851;NULL;169700;124427;124091;NULL;NULL;174700;GAB-WN-01;3;2;6;124427;215;32;2014;1
mercredi;2014-08-06;127;124427;123770;94785;NULL;124427;105400;124091;NULL;NULL;174700;GAB-WN-01;3;2;6;123900;216;32;2014;1
jeudi;2014-08-07;146;123900;123770;99272;NULL;149800;155700;124091;NULL;NULL;174700;GAB-WN-01;3;2;6;141300;217;32;2014;1
vendredi;2014-08-08;166;141300;123770;100972;NULL;126400;124427;124091;NULL;NULL;174700;GAB-WN-01;3;6;18;169300;218;32;2014;2
samedi;2014-08-09;126;169300;123770;100281;NULL;117900;NULL;124091;NULL;NULL;174700;GAB-WN-01;3;7;21;118900;219;32;2014;2
dimanche;2014-08-10;104;118900;123770;111419;NULL;83300;NULL;124091;NULL;NULL;174700;GAB-WN-01;3;1;3;89100;220;32;2014;2
lundi;2014-08-11;115;89100;127336;126306;NULL;100500;124427;124091;NULL;NULL;174700;GAB-WN-01;3;3;9;119100;221;33;2014;2
mardi;2014-08-12;160;119100;127336;127440;NULL;116800;124427;124091;NULL;NULL;174700;GAB-WN-01;3;2;6;133500;222;33;2014;2
mercredi;2014-08-13;174;133500;127336;127440;NULL;136100;123900;124091;NULL;NULL;174700;GAB-WN-01;3;2;6;124427;223;33;2014;2
jeudi;2014-08-14;147;124427;127336;134603;NULL;124300;141300;124091;NULL;NULL;174700;GAB-WN-01;3;2;6;181200;224;33;2014;2
vendredi;2014-08-15;116;181200;127336;135128;NULL;114300;169300;124091;NULL;NULL;174700;GAB-WN-01;3;6;18;145500;225;33;2014;3
samedi;2014-08-16;164;145500;127336;135965;NULL;142000;118900;124091;NULL;NULL;174700;GAB-WN-01;3;7;21;176000;226;33;2014;3
dimanche;2014-08-17;105;176000;127336;133015;NULL;86900;89100;124091;NULL;NULL;174700;GAB-WN-01;3;1;3;95300;227;33;2014;3
lundi;2014-08-18;123;95300;139289;139403;NULL;155500;119100;124091;NULL;NULL;174700;GAB-WN-01;3;3;9;140200;228;34;2014;3
mardi;2014-08-19;110;140200;139289;139728;NULL;124427;133500;124091;NULL;NULL;174700;GAB-WN-01;2;2;4;121700;229;34;2014;3
mercredi;2014-08-20;130;121700;139289;141703;NULL;98500;124427;124091;NULL;NULL;174700;GAB-WN-01;2;2;4;149300;230;34;2014;3
jeudi;2014-08-21;126;149300;139289;144875;NULL;93600;181200;124091;NULL;NULL;174700;GAB-WN-01;2;2;4;149800;231;34;2014;3
vendredi;2014-08-22;149;149800;139289;144375;NULL;124427;145500;124091;NULL;NULL;174700;GAB-WN-01;2;6;12;177200;232;34;2014;4
samedi;2014-08-23;120;177200;139289;141700;NULL;124427;176000;124091;NULL;NULL;174700;GAB-WN-01;2;7;14;124100;233;34;2014;4
dimanche;2014-08-24;174;124100;139289;135253;NULL;174700;95300;124091;NULL;NULL;174700;GAB-WN-01;2;1;2;124427;234;34;2014;4
lundi;2014-08-25;119;124427;140961;139228;NULL;108900;140200;124091;NULL;NULL;174700;GAB-WN-01;2;3;6;127100;235;35;2014;4
mardi;2014-08-26;128;127100;140961;141628;NULL;171300;121700;124091;NULL;NULL;174700;GAB-WN-01;4;2;8;159400;236;35;2014;4
mercredi;2014-08-27;141;159400;140961;145103;NULL;117600;149300;124091;NULL;NULL;174700;GAB-WN-01;4;2;8;149500;237;35;2014;4
jeudi;2014-08-28;146;149500;140961;146340;NULL;152800;149800;124091;NULL;NULL;174700;GAB-WN-01;4;2;8;159200;238;35;2014;4
vendredi;2014-08-29;152;159200;140961;150640;NULL;NULL;177200;124091;NULL;NULL;174700;GAB-WN-01;4;6;24;184200;239;35;2014;5
samedi;2014-08-30;174;184200;140961;144044;NULL;NULL;124100;124091;NULL;NULL;174700;GAB-WN-01;4;7;28;124427;240;35;2014;5
dimanche;2014-08-31;154;124427;140961;148044;NULL;NULL;124427;124091;NULL;NULL;174700;GAB-WN-01;4;1;4;156100;241;35;2014;5
lundi;2014-09-01;151;156100;151418;151090;NULL;124427;127100;139222;NULL;NULL;184200;GAB-WN-01;4;3;12;148800;242;36;2014;1
mardi;2014-09-02;136;148800;151418;153428;NULL;124427;159400;139222;NULL;NULL;184200;GAB-WN-01;4;2;8;145800;243;36;2014;1
mercredi;2014-09-03;135;145800;151418;149990;NULL;123900;149500;139222;NULL;NULL;184200;GAB-WN-01;4;2;8;131900;244;36;2014;1
jeudi;2014-09-04;157;131900;151418;150865;NULL;141300;159200;139222;NULL;NULL;184200;GAB-WN-01;4;2;8;156500;245;36;2014;1
vendredi;2014-09-05;151;156500;151418;150065;NULL;124427;184200;139222;NULL;NULL;184200;GAB-WN-01;3;6;18;152800;246;36;2014;1
samedi;2014-09-06;156;152800;151418;147940;NULL;NULL;124427;139222;NULL;NULL;184200;GAB-WN-01;3;7;21;167200;247;36;2014;1
dimanche;2014-09-07;132;167200;151418;148200;NULL;NULL;156100;139222;NULL;NULL;184200;GAB-WN-01;3;1;3;126500;248;36;2014;1
lundi;2014-09-08;137;126500;147071;147012;NULL;119100;148800;139222;NULL;NULL;184200;GAB-WN-01;3;3;9;146600;249;37;2014;2
mardi;2014-09-09;165;146600;147071;146525;NULL;133500;145800;139222;NULL;NULL;184200;GAB-WN-01;3;2;6;144900;250;37;2014;2
mercredi;2014-09-10;141;144900;147071;144675;NULL;124427;131900;139222;NULL;NULL;184200;GAB-WN-01;3;2;6;131000;251;37;2014;2
jeudi;2014-09-11;121;131000;147071;144087;NULL;181200;156500;139222;NULL;NULL;184200;GAB-WN-01;3;2;6;127200;252;37;2014;2
vendredi;2014-09-12;128;127200;147071;141275;NULL;169300;152800;139222;NULL;NULL;184200;GAB-WN-01;3;6;18;134000;253;37;2014;2
samedi;2014-09-13;132;134000;147071;138987;NULL;118900;167200;139222;NULL;NULL;184200;GAB-WN-01;3;7;21;134500;254;37;2014;2
dimanche;2014-09-14;103;134500;147071;128712;NULL;89100;126500;139222;NULL;NULL;184200;GAB-WN-01;3;1;3;85000;255;37;2014;2
lundi;2014-09-15;139;85000;129028;129875;NULL;140200;146600;139222;NULL;NULL;184200;GAB-WN-01;3;3;9;135800;256;38;2014;3
mardi;2014-09-16;145;135800;129028;129450;NULL;121700;144900;139222;NULL;NULL;184200;GAB-WN-01;3;2;6;143200;257;38;2014;3
mercredi;2014-09-17;112;143200;129028;123875;NULL;149300;131000;139222;NULL;NULL;184200;GAB-WN-01;3;2;6;100300;258;38;2014;3
jeudi;2014-09-18;107;100300;129028;119462;NULL;149800;127200;139222;NULL;NULL;184200;GAB-WN-01;3;2;6;95700;259;38;2014;3
vendredi;2014-09-19;118;95700;129028;116212;NULL;145500;134000;139222;NULL;NULL;184200;GAB-WN-01;2;6;12;101200;260;38;2014;3
samedi;2014-09-20;139;101200;129028;116825;NULL;176000;134500;139222;NULL;NULL;184200;GAB-WN-01;2;7;14;138900;261;38;2014;3
dimanche;2014-09-21;174;138900;129028;115565;NULL;95300;85000;139222;NULL;NULL;184200;GAB-WN-01;2;1;2;124427;262;38;2014;3
lundi;2014-09-22;121;124427;119932;119640;NULL;127100;135800;139222;NULL;NULL;184200;GAB-WN-01;2;3;6;117600;263;39;2014;4
mardi;2014-09-23;128;117600;119932;119878;NULL;159400;143200;139222;NULL;NULL;184200;GAB-WN-01;2;2;4;137700;264;39;2014;4
mercredi;2014-09-24;128;137700;119932;120965;NULL;149500;100300;139222;NULL;NULL;184200;GAB-WN-01;2;2;4;151900;265;39;2014;4
jeudi;2014-09-25;104;151900;119932;120590;NULL;159200;95700;139222;NULL;NULL;184200;GAB-WN-01;2;2;4;97300;266;39;2014;4
vendredi;2014-09-26;145;97300;119932;127640;NULL;177200;101200;139222;NULL;NULL;184200;GAB-WN-01;4;6;24;152100;267;39;2014;4
samedi;2014-09-27;139;152100;119932;131028;NULL;124100;138900;139222;NULL;NULL;184200;GAB-WN-01;4;7;28;128300;268;39;2014;4
dimanche;2014-09-28;141;128300;119932;129953;NULL;124427;124427;139222;NULL;NULL;184200;GAB-WN-01;4;1;4;130300;269;39;2014;4
lundi;2014-09-29;146;130300;130742;136075;NULL;NULL;117600;139222;NULL;NULL;184200;GAB-WN-01;4;3;12;173400;270;40;2014;5
mardi;2014-09-30;174;173400;130742;136928;NULL;NULL;137700;139222;NULL;NULL;184200;GAB-WN-01;4;2;8;124427;271;40;2014;5
mercredi;2014-10-01;174;124427;130742;135269;NULL;131900;151900;132841;NULL;NULL;173400;GAB-WN-01;4;2;8;124427;272;40;2014;1
jeudi;2014-10-02;174;124427;130742;131835;NULL;156500;97300;132841;NULL;NULL;173400;GAB-WN-01;4;2;8;124427;273;40;2014;1
vendredi;2014-10-03;174;124427;130742;135226;NULL;152800;152100;132841;NULL;NULL;173400;GAB-WN-01;4;6;24;124427;274;40;2014;1
samedi;2014-10-04;168;124427;130742;140163;NULL;167200;128300;132841;NULL;NULL;173400;GAB-WN-01;4;7;28;191600;275;40;2014;1
dimanche;2014-10-05;174;191600;130742;139679;NULL;126500;130300;132841;NULL;NULL;173400;GAB-WN-01;3;1;3;124427;276;40;2014;1
lundi;2014-10-06;174;124427;141019;138945;NULL;148800;173400;132841;NULL;NULL;173400;GAB-WN-01;3;3;9;124427;277;41;2014;1
mardi;2014-10-07;174;124427;141019;132823;NULL;145800;124427;132841;NULL;NULL;173400;GAB-WN-01;3;2;6;124427;278;41;2014;1
mercredi;2014-10-08;174;124427;141019;132823;NULL;131000;124427;132841;NULL;NULL;173400;GAB-WN-01;3;2;6;124427;279;41;2014;2
jeudi;2014-10-09;174;124427;141019;132823;NULL;127200;124427;132841;NULL;NULL;173400;GAB-WN-01;3;2;6;124427;280;41;2014;2
vendredi;2014-10-10;100;124427;141019;131507;NULL;134000;124427;132841;NULL;NULL;173400;GAB-WN-01;3;6;18;113900;281;41;2014;2
samedi;2014-10-11;108;113900;141019;127016;NULL;134500;191600;132841;NULL;NULL;173400;GAB-WN-01;3;7;21;88500;282;41;2014;2
dimanche;2014-10-12;174;88500;141019;118620;NULL;85000;124427;132841;NULL;NULL;173400;GAB-WN-01;3;1;3;124427;283;41;2014;2
lundi;2014-10-13;116;124427;117790;114666;NULL;146600;124427;132841;NULL;NULL;173400;GAB-WN-01;3;3;9;92800;284;42;2014;2
mardi;2014-10-14;174;92800;117790;114666;NULL;144900;124427;132841;NULL;NULL;173400;GAB-WN-01;3;2;6;124427;285;42;2014;2
mercredi;2014-10-15;116;124427;117790;112688;NULL;100300;124427;132841;NULL;NULL;173400;GAB-WN-01;3;2;6;108600;286;42;2014;3
jeudi;2014-10-16;112;108600;117790;109510;NULL;95700;124427;132841;NULL;NULL;173400;GAB-WN-01;3;2;6;99000;287;42;2014;3
vendredi;2014-10-17;116;99000;117790;104581;NULL;101200;113900;132841;NULL;NULL;173400;GAB-WN-01;3;6;18;85000;288;42;2014;3
samedi;2014-10-18;103;85000;117790;101419;NULL;138900;88500;132841;NULL;NULL;173400;GAB-WN-01;3;7;21;88600;289;42;2014;3
dimanche;2014-10-19;174;88600;117790;105910;NULL;124427;124427;132841;NULL;NULL;173400;GAB-WN-01;2;1;2;124427;290;42;2014;3
mardi;2014-11-04;137;NULL;NULL;18787;NULL;124427;NULL;117720;NULL;NULL;191600;GAB-WN-01;4;2;8;150300;291;45;2014;1
mercredi;2014-11-05;174;150300;NULL;34340;NULL;124427;NULL;117720;NULL;NULL;191600;GAB-WN-01;3;2;6;124427;292;45;2014;1
vendredi;2014-11-07;174;NULL;NULL;49894;NULL;124427;NULL;117720;NULL;NULL;191600;GAB-WN-01;3;6;18;124427;293;45;2014;1
samedi;2014-11-08;165;124427;NULL;67394;NULL;88500;NULL;117720;NULL;NULL;191600;GAB-WN-01;3;7;21;140000;294;45;2014;2
dimanche;2014-11-09;125;140000;NULL;79906;NULL;124427;NULL;117720;NULL;NULL;191600;GAB-WN-01;3;1;3;100100;295;45;2014;2
lundi;2014-11-10;153;100100;127850;100056;NULL;92800;NULL;117720;NULL;NULL;191600;GAB-WN-01;3;3;9;161200;296;46;2014;2
mardi;2014-11-11;174;161200;127850;115610;NULL;124427;150300;117720;NULL;NULL;191600;GAB-WN-01;3;2;6;124427;297;46;2014;2
mercredi;2014-11-12;131;124427;127850;109260;NULL;124427;124427;117720;NULL;NULL;191600;GAB-WN-01;3;2;6;99500;298;46;2014;2
jeudi;2014-11-13;130;99500;127850;106769;NULL;124427;NULL;117720;NULL;NULL;191600;GAB-WN-01;3;2;6;104500;299;46;2014;2
vendredi;2014-11-14;174;104500;127850;122322;NULL;113900;124427;117720;NULL;NULL;191600;GAB-WN-01;3;6;18;124427;300;46;2014;2
samedi;2014-11-15;140;124427;127850;122619;NULL;88600;140000;117720;NULL;NULL;191600;GAB-WN-01;3;7;21;126800;301;46;2014;3
dimanche;2014-11-16;102;126800;127850;115581;NULL;124427;100100;117720;NULL;NULL;191600;GAB-WN-01;3;1;3;83700;302;46;2014;3
lundi;2014-11-17;174;83700;117793;118622;NULL;NULL;161200;117720;NULL;NULL;191600;GAB-WN-01;3;3;9;124427;303;47;2014;3
mardi;2014-11-18;116;124427;117793;109672;NULL;NULL;124427;117720;NULL;NULL;191600;GAB-WN-01;3;2;6;89600;304;47;2014;3
mercredi;2014-11-19;140;89600;117793;108231;NULL;108600;99500;117720;NULL;NULL;191600;GAB-WN-01;2;2;4;112900;305;47;2014;3
jeudi;2014-11-20;174;112900;117793;111347;NULL;99000;104500;117720;NULL;NULL;191600;GAB-WN-01;2;2;4;124427;306;47;2014;3
vendredi;2014-11-21;136;124427;117793;115047;NULL;85000;124427;117720;NULL;NULL;191600;GAB-WN-01;2;6;12;134100;307;47;2014;3
samedi;2014-11-22;174;134100;117793;115047;NULL;NULL;126800;117720;NULL;NULL;191600;GAB-WN-01;2;7;14;124427;308;47;2014;4
dimanche;2014-11-23;123;124427;117793;110535;NULL;NULL;83700;117720;NULL;NULL;191600;GAB-WN-01;2;1;2;90700;309;47;2014;4
lundi;2014-11-24;134;90700;114368;116310;NULL;NULL;124427;117720;NULL;NULL;191600;GAB-WN-01;2;3;6;129900;310;48;2014;4
mardi;2014-11-25;174;129900;114368;116310;NULL;NULL;89600;117720;NULL;NULL;191600;GAB-WN-01;2;2;4;124427;311;48;2014;4
mercredi;2014-11-26;116;124427;114368;121472;NULL;NULL;112900;117720;NULL;NULL;191600;GAB-WN-01;4;2;8;130900;312;48;2014;4
jeudi;2014-11-27;103;130900;114368;119285;NULL;NULL;124427;117720;NULL;NULL;191600;GAB-WN-01;4;2;8;95400;313;48;2014;4
samedi;2014-11-29;174;NULL;114368;102522;NULL;NULL;124427;117720;NULL;NULL;191600;GAB-WN-01;4;7;28;124427;314;48;2014;5
dimanche;2014-11-30;174;124427;114368;102522;NULL;NULL;90700;117720;NULL;NULL;191600;GAB-WN-01;4;1;4;124427;315;48;2014;5
lundi;2014-12-01;174;124427;121580;106738;NULL;NULL;129900;119754;NULL;NULL;161200;GAB-WN-01;4;3;12;124427;316;49;2014;1
mardi;2014-12-02;174;124427;121580;106054;NULL;150300;124427;119754;NULL;NULL;161200;GAB-WN-01;4;2;8;124427;317;49;2014;1
mercredi;2014-12-03;112;124427;121580;105801;NULL;124427;130900;119754;NULL;NULL;161200;GAB-WN-01;4;2;8;122400;318;49;2014;1
jeudi;2014-12-04;143;122400;121580;105301;NULL;NULL;95400;119754;NULL;NULL;161200;GAB-WN-01;4;2;8;126900;319;49;2014;1
vendredi;2014-12-05;174;126900;121580;108929;NULL;124427;NULL;119754;NULL;NULL;161200;GAB-WN-01;3;6;18;124427;320;49;2014;1
samedi;2014-12-06;174;124427;121580;124482;NULL;NULL;124427;119754;NULL;NULL;161200;GAB-WN-01;3;7;21;124427;321;49;2014;1
dimanche;2014-12-07;110;124427;121580;120879;NULL;NULL;124427;119754;NULL;NULL;161200;GAB-WN-01;3;1;3;95600;322;49;2014;1
lundi;2014-12-08;110;95600;120372;118138;NULL;161200;124427;119754;NULL;NULL;161200;GAB-WN-01;3;3;9;102500;323;50;2014;2
mardi;2014-12-09;174;102500;120372;118138;NULL;124427;124427;119754;NULL;NULL;161200;GAB-WN-01;3;2;6;124427;324;50;2014;2
mercredi;2014-12-10;169;124427;120372;119272;NULL;99500;122400;119754;NULL;NULL;161200;GAB-WN-01;3;2;6;133500;325;50;2014;2
jeudi;2014-12-11;143;133500;120372;117547;NULL;104500;126900;119754;NULL;NULL;161200;GAB-WN-01;3;2;6;108600;326;50;2014;2
vendredi;2014-12-12;174;108600;120372;117238;NULL;124427;124427;119754;NULL;NULL;161200;GAB-WN-01;3;6;18;124427;327;50;2014;2
samedi;2014-12-13;171;124427;120372;119635;NULL;140000;124427;119754;NULL;NULL;161200;GAB-WN-01;3;7;21;143600;328;50;2014;2
dimanche;2014-12-14;120;143600;120372;115206;NULL;100100;95600;119754;NULL;NULL;161200;GAB-WN-01;3;1;3;89000;329;50;2014;2
lundi;2014-12-15;174;89000;118007;118810;NULL;124427;102500;119754;NULL;NULL;161200;GAB-WN-01;3;3;9;124427;330;51;2014;3
mardi;2014-12-16;105;124427;118007;117572;NULL;89600;124427;119754;NULL;NULL;161200;GAB-WN-01;3;2;6;92600;331;51;2014;3
jeudi;2014-12-18;174;NULL;118007;100885;NULL;124427;108600;119754;NULL;NULL;161200;GAB-WN-01;3;2;6;124427;332;51;2014;3
vendredi;2014-12-19;174;124427;118007;102863;NULL;134100;124427;119754;NULL;NULL;161200;GAB-WN-01;2;6;12;124427;333;51;2014;3
samedi;2014-12-20;159;124427;118007;105222;NULL;126800;143600;119754;NULL;NULL;161200;GAB-WN-01;2;7;14;143300;334;51;2014;3
dimanche;2014-12-21;124;143300;118007;99585;NULL;83700;89000;119754;NULL;NULL;161200;GAB-WN-01;2;1;2;98500;335;51;2014;3
lundi;2014-12-22;174;98500;117946;104013;NULL;129900;124427;119754;NULL;NULL;161200;GAB-WN-01;2;3;6;124427;336;52;2014;4
mardi;2014-12-23;157;124427;117946;107397;NULL;124427;92600;119754;NULL;NULL;161200;GAB-WN-01;2;2;4;151500;337;52;2014;4
mercredi;2014-12-24;103;151500;117946;108960;NULL;130900;NULL;119754;NULL;NULL;161200;GAB-WN-01;2;2;4;105100;338;52;2014;4
jeudi;2014-12-25;174;105100;117946;124513;NULL;95400;124427;119754;NULL;NULL;161200;GAB-WN-01;2;2;4;124427;339;52;2014;4
vendredi;2014-12-26;174;124427;117946;124513;NULL;NULL;124427;119754;NULL;NULL;161200;GAB-WN-01;4;6;24;124427;340;52;2014;4
samedi;2014-12-27;174;124427;117946;124513;NULL;124427;143300;119754;NULL;NULL;161200;GAB-WN-01;4;7;28;124427;341;52;2014;4
dimanche;2014-12-28;130;124427;117946;117688;NULL;90700;98500;119754;NULL;NULL;161200;GAB-WN-01;4;1;4;88700;342;52;2014;4
lundi;2014-12-29;174;88700;120429;120929;NULL;NULL;124427;119754;NULL;NULL;161200;GAB-WN-01;4;3;12;124427;343;53;2014;5
mercredi;2014-12-31;174;NULL;120429;101991;NULL;NULL;105100;119754;NULL;NULL;161200;GAB-WN-01;4;2;8;124427;344;53;2014;5
jeudi;2015-01-01;174;124427;NULL;104407;172000;126900;NULL;119593;137910;126682;151500;GAB-WN-01;4;2;8;124427;345;1;2015;1
vendredi;2015-01-02;174;124427;NULL;104407;124427;124427;NULL;119593;137910;126682;151500;GAB-WN-01;4;6;24;124427;346;1;2015;1
samedi;2015-01-03;174;124427;NULL;104407;124427;124427;NULL;119593;137910;126682;151500;GAB-WN-01;4;7;28;124427;347;1;2015;1
dimanche;2015-01-04;101;124427;NULL;100154;128600;95600;NULL;119593;137910;126682;151500;GAB-WN-01;4;1;4;90400;348;1;2015;1
lundi;2015-01-05;138;90400;115920;104091;124427;124427;NULL;119593;117593;126682;151500;GAB-WN-01;3;3;9;120200;349;2;2015;1
mardi;2015-01-06;128;120200;115920;104013;124427;124427;NULL;119593;117593;126682;151500;GAB-WN-01;3;2;6;123800;350;2;2015;1
mercredi;2015-01-07;162;123800;115920;125651;130600;122400;NULL;119593;117593;126682;151500;GAB-WN-01;3;2;6;173100;351;2;2015;1
jeudi;2015-01-08;173;173100;115920;131722;97000;108600;124427;119593;117593;126682;151500;GAB-WN-01;3;2;6;173000;352;2;2015;2
vendredi;2015-01-09;146;173000;115920;132394;108200;124427;124427;119593;117593;126682;151500;GAB-WN-01;3;6;18;129800;353;2;2015;2
samedi;2015-01-10;174;129800;115920;132394;129200;143600;124427;119593;117593;126682;151500;GAB-WN-01;3;7;21;124427;354;2;2015;2
dimanche;2015-01-11;174;124427;115920;132394;109300;89000;90400;119593;117593;126682;151500;GAB-WN-01;3;1;3;124427;355;2;2015;2
lundi;2015-01-12;174;124427;138393;136647;124427;102500;120200;119593;112022;126682;151500;GAB-WN-01;3;3;9;124427;356;3;2015;2
mardi;2015-01-13;150;124427;138393;137422;124427;124427;123800;119593;112022;126682;151500;GAB-WN-01;3;2;6;126400;357;3;2015;2
mercredi;2015-01-14;169;126400;138393;139647;92200;133500;173100;119593;112022;126682;151500;GAB-WN-01;3;2;6;141600;358;3;2015;2
jeudi;2015-01-15;140;141600;138393;133835;135200;124427;173000;119593;112022;126682;151500;GAB-WN-01;3;2;6;126600;359;3;2015;3
vendredi;2015-01-16;104;126600;138393;123172;111300;124427;129800;119593;112022;126682;151500;GAB-WN-01;3;6;18;87700;360;3;2015;3
samedi;2015-01-17;160;87700;138393;126760;98800;143300;124427;119593;112022;126682;151500;GAB-WN-01;3;7;21;158500;361;3;2015;3
dimanche;2015-01-18;102;158500;138393;120481;97800;98500;124427;119593;112022;126682;151500;GAB-WN-01;3;1;3;74200;362;3;2015;3
lundi;2015-01-19;174;74200;119918;120481;142000;124427;124427;119593;131193;126682;151500;GAB-WN-01;2;3;6;124427;363;4;2015;3
mardi;2015-01-20;174;124427;119918;120481;124427;92600;126400;119593;131193;126682;151500;GAB-WN-01;2;2;4;124427;364;4;2015;3
mercredi;2015-01-21;174;124427;119918;120235;124427;NULL;141600;119593;131193;126682;151500;GAB-WN-01;2;2;4;124427;365;4;2015;3
jeudi;2015-01-22;136;124427;119918;117497;145000;124427;126600;119593;131193;126682;151500;GAB-WN-01;2;2;4;119700;366;4;2015;4
vendredi;2015-01-23;174;119700;119918;117226;155100;124427;87700;119593;131193;126682;151500;GAB-WN-01;2;6;12;124427;367;4;2015;4
