,Real demand,predicted Demand
0,222099,176136
1,211000,187026
2,121000,154837
3,131600,191911
4,249500,207151
5,206700,206881
6,178300,201201
7,81000,193653
8,122500,178165
9,87400,158832
10,130200,131115
11,122800,166033
12,147800,124762
13,140400,149948
14,127500,129179
15,77300,122332
16,61200,95293
17,95900,74768
18,15000,69274
