JourName,TransactionDay,Id,SumRetrait,CountTransaction,ConsommationHier,MSemaineDernier,MSemaine7,ConsoMmJrAnP,ConsoMmJrMP,ConsoMMJrSmDer,MoyenneMoisPrec,MoyenneMMSAnPrec,MoyenneMMmAnPrec,ConsommationMaxMDer
vendredi,09/02/2018,402,193100,347,187200,815,799,150200,108500,214600,755,832,734,254000
samedi,10/02/2018,403,126600,215,193100,815,783,142200,129000,171800,755,832,734,254000
dimanche,11/02/2018,404,82400,214,126600,815,766,84200,120400,59500,755,832,734,254000
lundi,12/02/2018,405,127300,302,82400,775,767,86200,144200,190000,755,713,734,254000
mardi,13/02/2018,406,132600,292,127300,775,746,187000,91300,131100,755,713,734,254000
mercredi,14/02/2018,407,143600,289,132600,775,749,145600,74700,182700,755,713,734,254000
jeudi,15/02/2018,408,116700,249,143600,775,734,117600,130200,187200,755,713,734,254000
vendredi,16/02/2018,409,119800,278,116700,775,720,100400,125300,193100,755,713,734,254000
samedi,17/02/2018,410,120000,242,119800,775,711,181700,144100,126600,755,713,734,254000
dimanche,18/02/2018,411,71900,158,120000,775,702,146100,119600,82400,755,713,734,254000
lundi,19/02/2018,412,125500,267,71900,714,719,98300,225900,127300,755,684,734,254000
mardi,20/02/2018,413,114800,243,125500,714,722,106100,161000,132600,755,684,734,254000
mercredi,21/02/2018,414,123800,275,114800,714,729,127200,76000,143600,755,684,734,254000
jeudi,22/02/2018,415,119900,287,123800,714,708,122800,125100,116700,755,684,734,254000
vendredi,23/02/2018,416,131700,269,119900,714,715,117800,94800,119800,755,684,734,254000
samedi,24/02/2018,417,140800,277,131700,714,714,119100,110100,120000,755,684,734,254000
dimanche,25/02/2018,418,64900,189,140800,714,695,25700,184300,71900,755,684,734,254000
lundi,26/02/2018,419,150800,321,64900,695,712,NULL,172400,125500,755,688,734,254000
mardi,27/02/2018,420,201100,432,150800,695,735,173000,90600,114800,755,688,734,254000
mercredi,28/02/2018,421,188200,399,201100,695,757,190600,68900,123800,755,688,734,254000
jeudi,01/03/2018,422,226000,436,188200,695,783,281400,224000,119900,760,688,768,224000
vendredi,02/03/2018,423,251100,485,226000,695,817,25700,214600,131700,760,688,768,224000
samedi,03/03/2018,424,206100,353,251100,695,832,215300,171800,140800,760,688,768,224000
dimanche,04/03/2018,425,144700,297,206100,695,832,201100,59500,64900,760,688,768,224000
lundi,05/03/2018,426,143300,305,144700,852,848,152400,190000,150800,760,844,768,224000
mardi,06/03/2018,427,419300,741,143300,852,843,364500,131100,201100,760,844,768,224000
mercredi,07/03/2018,428,200600,437,419300,852,822,201000,182700,188200,760,844,768,224000
jeudi,08/03/2018,429,152900,324,200600,852,807,131000,187200,226000,760,844,768,224000
vendredi,09/03/2018,430,145500,293,152900,852,792,162900,193100,251100,760,844,768,224000
samedi,10/03/2018,431,118900,239,145500,852,772,197100,126600,206100,760,844,768,224000
dimanche,11/03/2018,432,85000,209,118900,852,746,124100,82400,144700,760,844,768,224000
lundi,12/03/2018,433,127100,309,85000,753,753,84900,127300,143300,760,721,768,224000
mardi,13/03/2018,434,101500,308,127100,753,738,157100,132600,419300,760,721,768,224000
mercredi,14/03/2018,435,123700,294,101500,753,703,128900,143600,200600,760,721,768,224000
jeudi,15/03/2018,436,103700,234,123700,753,696,131700,116700,152900,760,721,768,224000
vendredi,16/03/2018,437,116700,257,103700,753,685,127100,119800,145500,760,721,768,224000
samedi,17/03/2018,438,88100,230,116700,753,663,146000,120000,118900,760,721,768,224000
dimanche,18/03/2018,439,35200,115,88100,753,639,105400,71900,85000,760,721,768,224000
lundi,19/03/2018,440,91600,244,35200,644,640,73500,125500,127100,760,707,768,224000
mardi,20/03/2018,441,116500,297,91600,644,634,143600,114800,101500,760,707,768,224000
mercredi,21/03/2018,442,129900,265,116500,644,648,123800,123800,123700,760,707,768,224000
jeudi,22/03/2018,443,124500,239,129900,644,663,111200,119900,103700,760,707,768,224000
vendredi,23/03/2018,444,97900,240,124500,644,667,132800,131700,116700,760,707,768,224000
samedi,24/03/2018,445,85300,197,97900,644,664,126000,140800,88100,760,707,768,224000
dimanche,25/03/2018,446,54400,146,85300,644,666,96500,64900,35200,760,707,768,224000
lundi,26/03/2018,447,113100,266,54400,686,690,89000,150800,91600,760,703,768,224000
mardi,27/03/2018,448,233200,380,113100,686,758,208200,201100,116500,760,703,768,224000
mercredi,28/03/2018,449,191900,367,233200,686,781,199100,188200,129900,760,703,768,224000
jeudi,29/03/2018,450,211200,390,191900,686,806,207800,188200,124500,760,703,768,224000
vendredi,30/03/2018,451,222100,399,211200,686,827,206600,188200,97900,760,703,768,224000
samedi,31/03/2018,452,211000,401,222100,686,849,262800,188200,85300,760,703,768,224000
dimanche,01/04/2018,453,121000,268,211000,686,854,187000,226000,54400,768,703,741,419300
lundi,02/04/2018,454,131600,333,121000,872,865,146800,251100,113100,768,845,741,419300
mardi,03/04/2018,455,249500,445,131600,872,891,241200,206100,233200,768,845,741,419300
mercredi,04/04/2018,456,206700,368,249500,872,876,182900,144700,191900,768,845,741,419300
jeudi,05/04/2018,457,178300,372,206700,872,862,152900,143300,211200,768,845,741,419300
vendredi,06/04/2018,458,81000,130,178300,872,862,170700,419300,222100,768,845,741,419300
samedi,07/04/2018,459,122500,270,81000,872,832,147100,200600,211000,768,845,741,419300
dimanche,08/04/2018,460,87400,187,122500,872,808,106300,152900,121000,768,845,741,419300
lundi,09/04/2018,461,130200,289,87400,822,804,500,145500,131600,768,759,741,419300
mardi,10/04/2018,462,122800,279,130200,822,797,146400,118900,249500,768,759,741,419300
mercredi,11/04/2018,463,147800,243,122800,822,774,700,85000,206700,768,759,741,419300
jeudi,12/04/2018,464,140400,292,147800,822,742,121200,127100,178300,768,759,741,419300
vendredi,13/04/2018,465,127500,253,140400,822,733,123800,101500,81000,768,759,741,419300
samedi,14/04/2018,466,77300,207,127500,822,703,139700,123700,122500,768,759,741,419300
dimanche,15/04/2018,467,61200,162,77300,822,693,93200,103700,87400,768,759,741,419300
lundi,16/04/2018,468,95900,267,61200,695,677,70600,116700,130200,768,659,741,419300
mardi,17/04/2018,469,15000,36,95900,695,676,126700,88100,122800,768,659,741,419300
